rows=3850
cols=3969
(1123,2251,0)
(1061,1373,0)
(2949,1010,0)
(3446,1816,0)
(216,3267,0)
(488,1511,0)
(969,1784,0)
(2232,1369,0)
(2165,147,0)
(3235,815,0)
(1963,3396,0)
(544,2574,0)
(2703,954,0)
(3560,899,0)
(805,629,0)
(84,115,0)
(1025,2847,0)
(2068,214,0)
(3697,2566,0)
(1856,2775,0)
(216,234,0)
(2133,1363,0)
(3530,3392,0)
(233,3621,0)
(1601,1502,0)
(2540,2653,0)
(3042,3803,0)
(955,573,0)
(1478,2600,0)
(2569,1893,0)
(3658,1857,0)
(2668,1118,0)
(1376,2323,0)
(1694,912,0)
(668,516,0)
(977,1271,0)
(598,2406,0)
(715,3745,0)
(813,116,0)
(1367,1456,0)
(1540,3828,0)
(1817,2416,0)
(74,3160,0)
(2182,851,0)
(2617,779,0)
(473,1179,0)
(1658,1605,0)
(1152,2965,0)
(314,368,0)
(2955,774,0)
(2275,261,0)
(2454,2478,0)
(1490,2960,0)
(1361,860,0)
(2806,651,0)
(1951,1857,0)
(562,3099,0)
(2295,1667,0)
(3362,1283,0)
(1110,460,0)
(2921,1575,0)
(2536,1729,0)
(20,1769,0)
(1008,183,0)
(1634,3089,0)
(388,475,0)
(2079,3705,0)
(1291,1969,0)
(2351,1949,0)
(2664,194,0)
(2855,3172,0)
(3132,1760,0)
(301,1230,0)
(2593,1482,0)
(2973,949,0)
(2100,1549,0)
(2967,1134,0)
(3748,945,0)
(3808,1750,0)
(2337,738,0)
(2347,1426,0)
(2911,3454,0)
(15,1775,0)
(349,897,0)
(127,2770,0)
(569,3115,0)
(811,2648,0)
(281,204,0)
(3333,1642,0)
(1189,2042,0)
(3789,195,0)
(1594,3259,0)
(1933,2725,0)
(56,1025,0)
(2430,3531,0)
(1242,2053,0)
(3795,360,0)
(1620,1447,0)
(3222,498,0)
(1919,1514,0)
(1518,1170,0)
(21,1189,0)
(52,502,0)
(1017,2874,0)
(2201,446,0)
(3810,1422,0)
(335,36,0)
(1799,631,0)
(228,1667,0)
(3251,3121,0)
(2561,1920,0)
(2067,1385,0)
(298,908,0)
(2323,3260,0)
(1468,302,0)
(2063,3895,0)
(1641,2674,0)
(915,1816,0)
(1605,765,0)
(1474,3500,0)
(1965,1108,0)
(1970,1452,0)
(2837,1037,0)
(2909,2603,0)
(3587,1535,0)
(104,3294,0)
(2597,796,0)
(1408,2880,0)
(3084,914,0)
(3648,2942,0)
(2182,2274,0)
(3524,1186,0)
(3801,3938,0)
(1662,518,0)
(3556,3353,0)
(786,847,0)
(689,3166,0)
(1398,1411,0)
(2828,170,0)
(90,2083,0)
(1807,118,0)
(1879,1684,0)
(2710,1612,0)
(1337,1135,0)
(2920,3142,0)
(2111,529,0)
(1710,185,0)
(1956,3624,0)
(2957,1489,0)
(2833,3897,0)
(2136,2279,0)
(1389,544,0)
(2832,262,0)
(3040,211,0)
(2048,3563,0)
(2700,1274,0)
(3137,1275,0)
(1234,606,0)
(3192,1736,0)
(3254,2614,0)
(296,2309,0)
(2065,534,0)
(2937,463,0)
(3064,2490,0)
(736,329,0)
(256,2910,0)
(2379,1633,0)
(569,1155,0)
(851,87,0)
(3105,2491,0)
(3413,392,0)
(1446,1428,0)
(1780,550,0)
(3118,1972,0)
(2712,1284,0)
(203,3249,0)
(1256,1304,0)
(511,1150,0)
(845,272,0)
(2686,63,0)
(2937,3846,0)
(3725,1418,0)
(657,221,0)
(856,3814,0)
(2403,3912,0)
(352,339,0)
(2721,2501,0)
(3332,211,0)
(138,1319,0)
(1440,832,0)
(1877,833,0)
(1989,1828,0)
(1927,950,0)
(3675,550,0)
(2799,879,0)
(3184,690,0)
(2707,1290,0)
(3830,838,0)
(1206,3819,0)
(657,571,0)
(2636,2578,0)
(3513,2851,0)
(1087,155,0)
(1092,499,0)
(519,637,0)
(3789,1968,0)
(924,1854,0)
(430,1319,0)
(3632,3482,0)
(1698,1248,0)
(2068,27,0)
(1672,27,0)
(175,46,0)
(3327,3600,0)
(3062,1639,0)
(3724,38,0)
(1642,1316,0)
(1012,920,0)
(2412,3220,0)
(3744,1444,0)
(3059,587,0)
(1223,1140,0)
(2821,1927,0)
(2654,2753,0)
(42,3839,0)
(100,811,0)
(3441,854,0)
(2042,1408,0)
(1622,2542,0)
(3396,1111,0)
(3735,577,0)
(914,735,0)
(1351,736,0)
(1802,1197,0)
(2275,3107,0)
(346,1217,0)
(2801,3153,0)
(1992,540,0)
(3277,3082,0)
(2986,2152,0)
(314,181,0)
(1587,2706,0)
(157,1695,0)
(1936,608,0)
(2490,1948,0)
(248,1813,0)
(1358,402,0)
(2803,193,0)
(2889,2219,0)
(891,1690,0)
(302,1295,0)
(429,3322,0)
(3409,942,0)
(1573,1495,0)
(3388,65,0)
(1110,273,0)
(3250,131,0)
(20,1582,0)
(2045,3934,0)
(579,3266,0)
(856,1854,0)
(1233,2558,0)
(1916,1834,0)
(2286,613,0)
(2721,541,0)
(921,751,0)
(1270,905,0)
(1855,1558,0)
(1194,1849,0)
(1626,1506,0)
(1450,3724,0)
(1326,1968,0)
(44,3861,0)
(326,2793,0)
(660,1915,0)
(820,3328,0)
(3301,69,0)
(3149,1927,0)
(2399,1429,0)
(943,1449,0)
(3651,825,0)
(2682,963,0)
(846,1516,0)
(2620,85,0)
(2804,2646,0)
(6,3754,0)
(3296,3108,0)
(3800,167,0)
(3734,1799,0)
(814,2732,0)
(2927,767,0)
(3152,3329,0)
(3116,1420,0)
(2395,906,0)
(1937,28,0)
(1832,1732,0)
(3728,1984,0)
(3327,1640,0)
(3707,1107,0)
(25,1525,0)
(2585,249,0)
(780,115,0)
(2358,1778,0)
(2733,901,0)
(3072,367,0)
(1220,387,0)
(3134,1245,0)
(3574,1517,0)
(704,1059,0)
(857,2055,0)
(1242,1866,0)
(1297,2327,0)
(3071,896,0)
(3076,1240,0)
(3446,19,0)
(3759,516,0)
(3719,1117,0)
(2984,1651,0)
(3657,239,0)
(453,659,0)
(797,469,0)
(3789,358,0)
(1949,3421,0)
(2606,1476,0)
(3067,373,0)
(1606,49,0)
(3564,1179,0)
(2108,1199,0)
(1817,269,0)
(69,669,0)
(3693,49,0)
(915,1629,0)
(2293,198,0)
(2133,2949,0)
(1386,1214,0)
(140,2764,0)
(407,664,0)
(2196,265,0)
(2248,455,0)
(2678,39,0)
(3705,3289,0)
(3810,1585,0)
(315,1075,0)
(1591,1619,0)
(3647,3284,0)
(505,418,0)
(350,3513,0)
(1059,1758,0)
(3182,481,0)
(3617,409,0)
(2700,737,0)
(3137,738,0)
(561,1481,0)
(3135,665,0)
(1335,875,0)
(1768,3386,0)
(3418,199,0)
(1233,598,0)
(2855,1025,0)
(346,2990,0)
(807,1887,0)
(3752,2704,0)
(1921,3601,0)
(3012,2894,0)
(1885,1692,0)
(481,1902,0)
(419,1024,0)
(18,680,0)
(3440,897,0)
(1819,3324,0)
(2853,2083,0)
(3572,1016,0)
(234,1244,0)
(3348,1308,0)
(2603,1154,0)
(3064,2303,0)
(3403,1769,0)
(2374,1102,0)
(3382,892,0)
(235,1846,0)
(3757,15,0)
(1014,1584,0)
(608,896,0)
(983,19,0)
(446,2066,0)
(2378,1975,0)
(1686,701,0)
(282,911,0)
(2782,338,0)
(2286,2386,0)
(2126,973,0)
(1498,650,0)
(2897,96,0)
(352,152,0)
(625,1250,0)
(2065,697,0)
(1287,3813,0)
(1117,1712,0)
(1497,1179,0)
(1569,2745,0)
(2999,3756,0)
(657,3417,0)
(3711,20,0)
(1806,1934,0)
(1780,713,0)
(3296,1498,0)
(3614,87,0)
(2733,2324,0)
(150,1142,0)
(155,1486,0)
(3543,1375,0)
(1738,1241,0)
(2462,518,0)
(626,1071,0)
(3350,980,0)
(58,1553,0)
(1949,1461,0)
(144,1327,0)
(426,259,0)
(1150,3700,0)
(2974,2386,0)
(2201,1682,0)
(1893,1529,0)
(334,670,0)
(370,327,0)
(2328,1457,0)
(366,2837,0)
(765,856,0)
(3062,1452,0)
(202,1682,0)
(2561,3156,0)
(267,2831,0)
(570,388,0)
(1858,1693,0)
(1791,471,0)
(3379,2822,0)
(483,1143,0)
(667,3704,0)
(822,609,0)
(2821,1740,0)
(1694,538,0)
(1293,194,0)
(3600,1478,0)
(3094,2838,0)
(761,333,0)
(3758,1210,0)
(1227,1826,0)
(3247,3834,0)
(2063,2098,0)
(320,2842,0)
(2099,1755,0)
(750,2426,0)
(3305,806,0)
(3370,1955,0)
(2398,1822,0)
(3308,1077,0)
(63,1496,0)
(1837,65,0)
(3211,1144,0)
(915,3402,0)
(2216,61,0)
(3124,1899,0)
(531,29,0)
(350,1903,0)
(782,1560,0)
(3545,3649,0)
(1458,419,0)
(439,440,0)
(2392,1226,0)
(2762,5,0)
(3791,672,0)
(1829,2052,0)
(2827,1154,0)
(2920,1345,0)
(2331,950,0)
(2422,3320,0)
(276,2139,0)
(3232,2371,0)
(2599,1704,0)
(1766,1703,0)
(1076,502,0)
(3419,1443,0)
(1136,1307,0)
(3732,1621,0)
(614,2134,0)
(1946,358,0)
(423,3320,0)
(1481,1719,0)
(3260,632,0)
(1450,154,0)
(3317,1166,0)
(3112,2337,0)
(1947,960,0)
(106,1169,0)
(3814,1972,0)
(3060,2147,0)
(1666,718,0)
(3619,1504,0)
(1485,2592,0)
(76,2458,0)
(1793,493,0)
(2264,2330,0)
(3369,575,0)
(5,3746,0)
(3064,693,0)
(3316,914,0)
(255,3894,0)
(2399,1242,0)
(661,2330,0)
(881,384,0)
(344,179,0)
(1242,1329,0)
(1276,913,0)
(2497,996,0)
(312,1395,0)
(692,862,0)
(754,1740,0)
(2091,308,0)
(1523,790,0)
(1903,257,0)
(740,3562,0)
(98,123,0)
(1753,3696,0)
(225,2150,0)
(405,805,0)
(2358,1591,0)
(2461,2470,0)
(1616,200,0)
(3230,1520,0)
(1707,318,0)
(3701,1105,0)
(430,2555,0)
(3324,401,0)
(1180,801,0)
(3200,2809,0)
(2073,1607,0)
(1574,728,0)
(2016,1073,0)
(3420,863,0)
(3759,329,0)
(1448,1555,0)
(2482,314,0)
(2883,658,0)
(3385,1808,0)
(2320,1484,0)
(1580,1674,0)
(1513,452,0)
(448,128,0)
(1012,2156,0)
(3789,171,0)
(3596,2028,0)
(1442,1740,0)
(1827,1551,0)
(2441,3696,0)
(786,123,0)
(1350,2151,0)
(572,1103,0)
(2012,550,0)
(2905,1356,0)
(2062,667,0)
(601,343,0)
(1597,2028,0)
(1936,1494,0)
(1636,1956,0)
(2355,889,0)
(848,220,0)
(108,410,0)
(1531,3660,0)
(2785,473,0)
(1868,801,0)
(3099,1572,0)
(2344,730,0)
(2244,2778,0)
(413,3675,0)
(1072,3311,0)
(2063,488,0)
(1908,3583,0)
(2115,678,0)
(2125,1366,0)
(2283,2706,0)
(3524,812,0)
(2718,2634,0)
(2859,1361,0)
(2833,140,0)
(319,1761,0)
(1993,2378,0)
(1931,1500,0)
(3705,69,0)
(69,832,0)
(895,416,0)
(3798,1570,0)
(3740,2507,0)
(63,3269,0)
(839,2736,0)
(935,3198,0)
(1264,1976,0)
(3824,700,0)
(3817,283,0)
(3629,232,0)
(81,842,0)
(707,3748,0)
(3792,1916,0)
(2696,27,0)
(3255,1711,0)
(1851,1921,0)
(674,2110,0)
(2448,679,0)
(3198,1177,0)
(1885,1505,0)
(367,647,0)
(2377,1967,0)
(3280,3461,0)
(859,1109,0)
(3655,2584,0)
(2106,161,0)
(2911,1120,0)
(3188,3872,0)
(3439,1239,0)
(168,437,0)
(2819,1531,0)
(1188,3270,0)
(3686,1116,0)
(1850,1669,0)
(97,1725,0)
(477,1192,0)
(2008,3009,0)
(594,2531,0)
(480,1463,0)
(1246,242,0)
(2937,3472,0)
(3558,1870,0)
(2071,325,0)
(2219,977,0)
(2408,3882,0)
(3738,525,0)
(3495,1521,0)
(1370,1217,0)
(3675,176,0)
(2266,42,0)
(528,1130,0)
(2897,3292,0)
(963,1058,0)
(3697,1655,0)
(3578,243,0)
(317,129,0)
(2614,725,0)
(3230,2943,0)
(2046,1207,0)
(344,1952,0)
(1206,3445,0)
(2918,1136,0)
(3016,1671,0)
(3518,2821,0)
(1271,2342,0)
(1959,1962,0)
(493,1294,0)
(2391,1619,0)
(3384,377,0)
(312,3168,0)
(584,1412,0)
(3724,2697,0)
(3728,187,0)
(83,3116,0)
(1852,1341,0)
(334,483,0)
(2287,1269,0)
(2703,393,0)
(1206,412,0)
(576,16,0)
(82,3645,0)
(2257,2558,0)
(2477,612,0)
(708,135,0)
(2975,2020,0)
(3591,74,0)
(3441,3513,0)
(2684,1090,0)
(1949,1624,0)
(540,1490,0)
(545,1834,0)
(2446,2430,0)
(1725,1916,0)
(2663,213,0)
(2668,557,0)
(3305,3652,0)
(3494,141,0)
(2745,2497,0)
(826,1295,0)
(3503,1358,0)
(3842,824,0)
(294,1434,0)
(2216,2907,0)
(786,1896,0)
(1073,1172,0)
(2090,3734,0)
(3396,737,0)
(2346,1445,0)
(156,1500,0)
(94,622,0)
(197,1501,0)
(823,243,0)
(1341,1926,0)
(2370,341,0)
(2934,2369,0)
(3115,495,0)
(3120,839,0)
(1745,289,0)
(3182,1717,0)
(3669,1835,0)
(3644,3468,0)
(817,428,0)
(1397,2989,0)
(1658,1044,0)
(239,222,0)
(1842,3605,0)
(746,1716,0)
(1116,495,0)
(51,171,0)
(100,787,0)
(269,2316,0)
(2392,1039,0)
(2464,2605,0)
(3722,1846,0)
(1746,110,0)
(2828,1569,0)
(3074,844,0)
(2234,3082,0)
(2547,1327,0)
(362,1726,0)
(2664,2666,0)
(2886,793,0)
(3316,377,0)
(1516,587,0)
(143,110,0)
(2450,1394,0)
(2285,3801,0)
(2455,1738,0)
(239,572,0)
(2536,1168,0)
(1142,2066,0)
(3845,3350,0)
(3315,906,0)
(913,2014,0)
(2881,3832,0)
(1546,429,0)
(2819,2954,0)
(2783,1045,0)
(2043,1235,0)
(2946,2729,0)
(348,515,0)
(697,669,0)
(702,1013,0)
(1235,1476,0)
(2405,870,0)
(225,1613,0)
(2004,526,0)
(3440,2483,0)
(943,1075,0)
(1564,3637,0)
(1163,3293,0)
(93,2625,0)
(1717,469,0)
(318,1023,0)
(2378,178,0)
(1973,2344,0)
(2835,3837,0)
(1185,608,0)
(2768,2615,0)
(2403,1928,0)
(3209,106,0)
(2497,809,0)
(1093,1019,0)
(687,331,0)
(1036,485,0)
(3734,1425,0)
(1676,1599,0)
(153,397,0)
(497,207,0)
(3332,1610,0)
(3175,872,0)
(1857,3108,0)
(3631,1677,0)
(3737,2827,0)
(1263,2369,0)
(3441,1553,0)
(1980,1229,0)
(1667,732,0)
(268,1286,0)
(2456,1158,0)
(3719,743,0)
(3667,553,0)
(181,2041,0)
(453,285,0)
(463,973,0)
(673,2503,0)
(2545,3859,0)
(2913,2565,0)
(1509,2775,0)
(2130,1173,0)
(3811,3715,0)
(796,624,0)
(3468,343,0)
(3089,3730,0)
(766,1913,0)
(1095,691,0)
(1915,430,0)
(972,1789,0)
(227,1635,0)
(2751,702,0)
(672,2251,0)
(2441,476,0)
(3673,748,0)
(479,1856,0)
(2248,81,0)
(2597,235,0)
(3428,163,0)
(1442,1903,0)
(1714,147,0)
(315,701,0)
(1187,630,0)
(1526,96,0)
(746,3139,0)
(2515,1364,0)
(1398,850,0)
(1238,3601,0)
(2520,1708,0)
(2859,1174,0)
(1494,1312,0)
(85,1178,0)
(3017,2514,0)
(243,2518,0)
(1335,501,0)
(777,1671,0)
(2202,86,0)
(1649,1600,0)
(403,3150,0)
(2516,1185,0)
(1709,153,0)
(3075,2869,0)
(1167,1856,0)
(3194,117,0)
(2536,2591,0)
(3532,112,0)
(1450,1390,0)
(1455,1734,0)
(2348,2540,0)
(3012,2520,0)
(2573,938,0)
(3848,2792,0)
(80,1184,0)
(2225,3638,0)
(728,1405,0)
(676,1215,0)
(3092,3223,0)
(1106,799,0)
(1727,3361,0)
(1665,2483,0)
(3470,2617,0)
(2317,194,0)
(3835,1052,0)
(2470,1190,0)
(2941,775,0)
(943,2498,0)
(406,2293,0)
(2281,1668,0)
(1123,1153,0)
(378,999,0)
(3179,2818,0)
(1214,1271,0)
(1990,738,0)
(3430,185,0)
(2409,133,0)
(1877,272,0)
(2364,2642,0)
(153,1820,0)
(194,1821,0)
(132,943,0)
(466,65,0)
(929,1287,0)
(2214,3829,0)
(999,528,0)
(2369,734,0)
(3148,472,0)
(1496,1334,0)
(3605,1879,0)
(1650,1020,0)
(339,1421,0)
(344,1765,0)
(2178,1139,0)
(3303,760,0)
(3446,1068,0)
(2386,1088,0)
(1985,744,0)
(3384,190,0)
(3738,688,0)
(610,2446,0)
(3375,2356,0)
(1888,3063,0)
(2258,1842,0)
(1523,2376,0)
(1117,1688,0)
(401,1518,0)
(1676,3372,0)
(2196,964,0)
(3636,411,0)
(826,758,0)
(3221,1889,0)
(3697,1818,0)
(2195,1493,0)
(791,1703,0)
(2472,81,0)
(1350,3387,0)
(949,3043,0)
(1355,3731,0)
(2477,425,0)
(546,1118,0)
(1129,1698,0)
(2037,3536,0)
(237,3746,0)
(2663,26,0)
(3248,2931,0)
(1099,2987,0)
(2878,1900,0)
(3287,2859,0)
(1714,1570,0)
(2469,160,0)
(977,523,0)
(1588,2397,0)
(1648,3202,0)
(3026,1771,0)
(1226,1981,0)
(3239,2064,0)
(2396,1375,0)
(3669,1648,0)
(3705,1305,0)
(398,846,0)
(3028,1063,0)
(239,35,0)
(428,2940,0)
(438,3628,0)
(1116,308,0)
(3017,904,0)
(2301,734,0)
(1212,770,0)
(1900,390,0)
(2392,852,0)
(217,1939,0)
(3849,3686,0)
(2864,3291,0)
(1357,2622,0)
(3454,124,0)
(3571,1463,0)
(3263,1310,0)
(3227,949,0)
(680,128,0)
(2070,1740,0)
(2173,2619,0)
(609,1416,0)
(2045,3373,0)
(3721,1407,0)
(1515,929,0)
(445,261,0)
(295,3700,0)
(3246,2080,0)
(3848,1182,0)
(1317,190,0)
(1666,344,0)
(3223,1130,0)
(3254,443,0)
(3619,1130,0)
(2978,545,0)
(454,1478,0)
(3522,1197,0)
(1216,2767,0)
(2506,1489,0)
(1102,1699,0)
(2568,2367,0)
(3404,2639,0)
(252,3249,0)
(1260,3039,0)
(3368,730,0)
(3430,1608,0)
(3707,196,0)
(881,10,0)
(3271,797,0)
(411,1027,0)
(908,1833,0)
(2737,863,0)
(3179,1208,0)
(3523,1018,0)
(4,3120,0)
(348,678,0)
(3734,1238,0)
(1929,1104,0)
(845,1484,0)
(1122,72,0)
(1179,606,0)
(2364,1032,0)
(2985,3594,0)
(2512,1684,0)
(989,482,0)
(1025,139,0)
(2389,2782,0)
(1031,3337,0)
(93,2788,0)
(740,155,0)
(487,2715,0)
(3549,2589,0)
(2417,1043,0)
(3005,1967,0)
(1580,1300,0)
(2258,232,0)
(2318,1037,0)
(1012,1782,0)
(2416,1572,0)
(893,370,0)
(2750,694,0)
(382,1386,0)
(3556,2255,0)
(2749,1223,0)
(3530,1034,0)
(1298,1587,0)
(3032,3009,0)
(606,313,0)
(2991,756,0)
(3397,1444,0)
(3741,1254,0)
(69,108,0)
(659,3357,0)
(2433,1926,0)
(3806,151,0)
(373,519,0)
(1381,309,0)
(1997,2527,0)
(3683,1249,0)
(3674,3415,0)
(1248,719,0)
(3273,3071,0)
(752,2767,0)
(721,1202,0)
(1965,3743,0)
(2997,921,0)
(122,119,0)
(1591,1058,0)
(2033,1403,0)
(3026,161,0)
(2124,1521,0)
(2062,643,0)
(1055,3707,0)
(1337,387,0)
(2925,2738,0)
(1366,1879,0)
(1746,1346,0)
(2701,3030,0)
(829,1674,0)
(777,1484,0)
(579,745,0)
(1233,37,0)
(2017,119,0)
(3008,1460,0)
(2607,1116,0)
(1891,946,0)
(3290,392,0)
(3388,927,0)
(203,2151,0)
(2018,721,0)
(2193,1284,0)
(460,2716,0)
(1358,1614,0)
(859,735,0)
(1141,3831,0)
(2533,1352,0)
(296,1561,0)
(1067,684,0)
(614,150,0)
(1512,1300,0)
(3840,1209,0)
(2035,1075,0)
(574,751,0)
(1410,1023,0)
(1902,1485,0)
(1511,1829,0)
(2681,1223,0)
(1220,899,0)
(573,1280,0)
(1256,556,0)
(1261,900,0)
(3209,1342,0)
(3701,1804,0)
(2183,946,0)
(2026,2460,0)
(1990,551,0)
(1594,551,0)
(195,1105,0)
(816,3667,0)
(2430,823,0)
(1036,1721,0)
(2471,824,0)
(2502,2389,0)
(3435,342,0)
(1461,961,0)
(1841,428,0)
(1893,618,0)
(3455,1748,0)
(220,2855,0)
(1405,1029,0)
(1902,1835,0)
(2241,1301,0)
(2575,423,0)
(1401,3539,0)
(2611,80,0)
(2614,351,0)
(2707,542,0)
(3200,3858,0)
(779,1506,0)
(3143,3324,0)
(3692,156,0)
(2293,710,0)
(113,1453,0)
(1887,22,0)
(185,767,0)
(2164,2774,0)
(980,1038,0)
(2487,1707,0)
(2725,367,0)
(3160,295,0)
(3170,983,0)
(1831,90,0)
(3789,1220,0)
(2297,1583,0)
(1263,572,0)
(1211,382,0)
(1985,3940,0)
(2658,2528,0)
(359,1859,0)
(698,1325,0)
(734,982,0)
(3468,1579,0)
(2002,911,0)
(202,1121,0)
(2600,2523,0)
(193,3287,0)
(1478,1665,0)
(1571,1856,0)
(1853,788,0)
(1858,1132,0)
(2192,254,0)
(1605,1440,0)
(2284,3226,0)
(751,1336,0)
(2535,593,0)
(2344,1779,0)
(1289,2143,0)
(1993,44,0)
(1602,388,0)
(2192,3637,0)
(1719,1727,0)
(2099,1194,0)
(695,1404,0)
(700,1748,0)
(1254,3088,0)
(416,2743,0)
(1433,1141,0)
(1063,110,0)
(1320,675,0)
(3550,49,0)
(742,469,0)
(2187,260,0)
(561,2343,0)
(1337,1810,0)
(2340,1256,0)
(2811,3093,0)
(3018,188,0)
(2054,670,0)
(3140,1871,0)
(1649,2836,0)
(1618,1271,0)
(1952,393,0)
(2490,1200,0)
(1824,1147,0)
(2515,2950,0)
(2787,1194,0)
(3162,317,0)
(3110,127,0)
(2301,3930,0)
(1859,1333,0)
(3044,1759,0)
(1229,937,0)
(702,3672,0)
(2070,1553,0)
(2455,1364,0)
(265,1419,0)
(1041,886,0)
(3474,1343,0)
(1419,280,0)
(3528,825,0)
(3848,995,0)
(3249,2164,0)
(257,23,0)
(1110,2908,0)
(2593,547,0)
(1533,567,0)
(2629,204,0)
(3069,476,0)
(2245,3247,0)
(3523,3864,0)
(3050,1954,0)
(3435,1765,0)
(2967,199,0)
(71,772,0)
(2409,1369,0)
(2003,681,0)
(933,13,0)
(3175,148,0)
(31,1373,0)
(1471,820,0)
(1963,3534,0)
(2271,1435,0)
(846,768,0)
(2403,1554,0)
(2122,1312,0)
(364,1024,0)
(2559,1313,0)
(1934,1261,0)
(2796,502,0)
(3455,138,0)
(2460,1307,0)
(1770,106,0)
(366,316,0)
(25,777,0)
(452,90,0)
(703,3873,0)
(2702,840,0)
(1334,707,0)
(1339,1051,0)
(1673,173,0)
(2759,1374,0)
(329,1188,0)
(1712,101,0)
(2796,3885,0)
(3230,959,0)
(3292,1837,0)
(3575,3623,0)
(1020,2991,0)
(1297,1579,0)
(576,1065,0)
(3379,301,0)
(211,378,0)
(2236,2730,0)
(1642,1991,0)
(2258,45,0)
(2540,3141,0)
(267,3693,0)
(3323,369,0)
(960,1405,0)
(1254,1128,0)
(944,3154,0)
(2038,1210,0)
(3277,3407,0)
(2561,985,0)
(288,1537,0)
(2900,451,0)
(2905,795,0)
(3221,3475,0)
(1478,55,0)
(2099,2617,0)
(915,881,0)
(2503,980,0)
(1099,1190,0)
(1448,1344,0)
(906,3047,0)
(2341,2150,0)
(474,1138,0)
(2745,513,0)
(3089,323,0)
(3216,2350,0)
(3278,3228,0)
(2084,804,0)
(3643,1663,0)
(3679,3572,0)
(1648,1405,0)
(249,1959,0)
(526,547,0)
(1157,3797,0)
(2181,1868,0)
(2119,990,0)
(715,1200,0)
(2202,2745,0)
(1520,2159,0)
(2468,1144,0)
(59,1835,0)
(2079,3843,0)
(33,614,0)
(2895,457,0)
(1249,353,0)
(3145,605,0)
(2290,1811,0)
(2045,1226,0)
(2633,2150,0)
(1110,948,0)
(2894,205,0)
(2727,1031,0)
(2875,1683,0)
(2921,2028,0)
(2756,271,0)
(1450,1016,0)
(3633,544,0)
(1792,753,0)
(3197,1145,0)
(829,1837,0)
(705,81,0)
(2004,1575,0)
(1441,2401,0)
(295,1903,0)
(3003,3531,0)
(2910,1088,0)
(164,2386,0)
(2461,2982,0)
(3342,745,0)
(420,97,0)
(3347,1089,0)
(537,1436,0)
(2660,159,0)
(3772,329,0)
(1810,1709,0)
(1901,1827,0)
(2687,1982,0)
(625,502,0)
(2557,411,0)
(3424,2248,0)
(3799,1371,0)
(872,379,0)
(61,1857,0)
(3416,852,0)
(155,738,0)
(437,3834,0)
(241,512,0)
(1144,2006,0)
(3016,1110,0)
(3795,848,0)
(3222,986,0)
(2831,1330,0)
(1370,1006,0)
(1544,2879,0)
(2922,1448,0)
(3251,226,0)
(3256,570,0)
(391,456,0)
(3760,1793,0)
(3810,1910,0)
(2328,709,0)
(862,41,0)
(867,385,0)
(1724,1534,0)
(827,3238,0)
(786,985,0)
(3036,1735,0)
(3468,1392,0)
(1174,1067,0)
(145,400,0)
(2192,67,0)
(3379,2074,0)
(977,3182,0)
(2723,457,0)
(1658,133,0)
(1355,324,0)
(1761,1012,0)
(3277,1797,0)
(448,1340,0)
(570,3023,0)
(878,924,0)
(1165,200,0)
(1709,852,0)
(2500,1351,0)
(248,528,0)
(2992,1813,0)
(2925,591,0)
